Table of variables,,,,
Section 1: MRI scan date data,,,,
,,(NACCICV=GRAYVOLl + WHITEVOL + CSFVOLl + WMHVOL). NACCICV also,,
,,"represents the total image segmentation volume for a given MRI, per the",,
,,ADNI four-tissue segmentation protocol.,,
22,Variable name,NACCWMVL,,
,Short descriptor,Total white matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,NACC derived,,
,Variable length,XXXX.XXX,,
,Missing codes,"8888.888 = Not applicable / no MRI available / calculations not performed
9999.999 = Missing / could not calculate",,
,Description / derivation,"Total white matter volume is calculated by summing white matter volume
and white matter hyperintensity volume (NACCWMVL = WHITEVOL + WM-
HVOL).",,
Researchers Data Dictionary — Imaging Data,,Page 19,,
,,,,
23,Variable name,NACCBRNV,,
,Short descriptor,Total brain volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,NACC derived,,
,Variable length,XXXX.XXX,,
,Missing codes,"8888.888 = Not applicable / no MRI available / calculations not performed
9999.999 = Missing / could not calculate",,
,Description / derivation,"Records the total brain volume for a given MRI by summing the gray and
white matter (NACCBRNV=GRAYVOL+ WHITEVOL).",,
24,Variable name,CSFVOL,,
,Short descriptor,Total brain cerebrospinal fluid volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXXX.XXXX,,
,Missing codes,"8888.8888 = Not applicable / no MRI available / calculations not per-
formed
9999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the volume of intracranial cerebrospinal fluid (CSF) for a given
MRI.",,
25,Variable name,GRAYVOL,,
,Short descriptor,Total brain gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXXX.XXXX,,
,Missing codes,"8888.8888 = Not applicable / no MRI available / calculations not per-
formed
9999.9999 = Missing / could not calculate",,
,Description / derivation,Records the total volume of gray matter for a given MRI.,,
26,Variable name,WHITEVOL,,
,Short descriptor,Total brain white matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXXX.XXXX,,
,Missing codes,"8888.8888 = Not applicable / no MRI available / calculations not per-
formed
9999.9999 = Missing / could not calculate",,
,Description / derivation,Records the total volume of white matter for a given MRI.,,
27,Variable name,WMHVOL,,
Researchers Data Dictionary — Imaging Data,,Page 20,,
,,,,
,Short descriptor,Total brain white matter hyperintensity volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,Records the volume of white matter hyperintensities for a given MRI.,,
28,Variable name,CEREALL,,
,Short descriptor,Total cerebrum cranial volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXXX.XXXX,,
,Missing codes,"8888.8888 = Not applicable / no MRI available / calculations not per-
formed
9999.9999 = Missing / could not calculate",,
,Description / derivation,Records the total cerebrum cranial volume for a given MRI.,,
29,Variable name,CERETISS,,
,Short descriptor,Total cerebrum brain volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXXX.XXXX,,
,Missing codes,"8888.8888 = Not applicable / no MRI available / calculations not per-
formed
9999.9999 = Missing / could not calculate",,
,Description / derivation,Records the total cerebrum brain volume for a given MRI.,,
30,"Variable name
Short descriptor","CERECSF
Total cerebrum cerebrospinal fluid volume (cc)",,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXXX.XXXX,,
,Missing codes,"8888.8888 = Not applicable / no MRI available / calculations not per-
formed
9999.9999 = Missing / could not calculate",,
,Description / derivation,Records the total cerebrum cerebrospinal fluid volume for a given MRI.,,
31,Variable name,CEREGR,,
,Short descriptor,Total cerebrum gray matter volume (cc),,
Researchers Data Dictionary — Imaging Data,,Page 21,,
,,,,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXXX.XXXX,,
,Missing codes,"8888.8888 = Not applicable / no MRI available / calculations not per-
formed
9999.9999 = Missing / could not calculate",,
,Description / derivation,Records the total cerebrum gray matter volume for a given MRI.,,
32,Variable name,CEREWH,,
,Short descriptor,Total cerebrum white matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXXX.XXXX,,
,Missing codes,"8888.8888 = Not applicable / no MRI available / calculations not per-
formed
9999.9999 = Missing / could not calculate",,
,Description / derivation,Records the total cerebrum white matter volume for a given MRI.,,
33,Variable name,LHIPPO,,
,Short descriptor,Segmented left hippocampus volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the segmented left hippocampus volume for a given MRI.,,
34,Variable name,RHIPPO,,
,Short descriptor,Segmented right hippocampus volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the segmented right hippocampus volume for a given MRI.,,
35,Variable name,HIPPOVOL,,
,Short descriptor,Segmented total hippocampi volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the segmented total hippocampi volume for a given MRI.,,
36,Variable name,LLATVENT,,
,Short descriptor,Segmented left lateral ventricle volume (cc),,
,Data type,Numeric longitudinal,,
Researchers Data Dictionary — Imaging Data,,Page 22,,
,,,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,Records the segmented left lateral ventricle volume for a given MRI.,,
37,Variable name,RLATVENT,,
,Short descriptor,Segmented right lateral ventricle volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,Records the segmented right lateral ventricle volume for a given MRI.,,
38,Variable name,LATVENT,,
,Short descriptor,Segmented total lateral ventricle volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,Records the segmented total lateral ventricle volume for a given MRI.,,
39,Variable name,THIRVENT,,
,Short descriptor,Segmented total third ventricle volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the segmented total third ventricle volume for a given MRI.,,
40,Variable name,LFRCORT,,
,Short descriptor,Segmented left frontal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented left frontal lobe cortical gray matter volume for a
given MRI.",,
41,Variable name,RFRCORT,,
,Short descriptor,Segmented right frontal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
Researchers Data Dictionary — Imaging Data,,Page 23,,
,,,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented right frontal lobe cortical gray matter volume for a
given MRI.",,
42,Variable name,FRCORT,,
,Short descriptor,Segmented total frontal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented total frontal lobe cortical gray matter volume for a
given MRI.",,
43,Variable name,LOCCORT,,
,Short descriptor,Segmented left occipital lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented left occipital lobe cortical gray matter volume for a
given MRI.",,
44,Variable name,ROCCORT,,
,Short descriptor,Segmented right occipital lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented right occipital lobe cortical gray matter volume for a
given MRI.",,
45,Variable name,OCCCORT,,
,Short descriptor,Segmented total occipital lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
Researchers Data Dictionary — Imaging Data,,Page 24,,
,,,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented total occipital lobe cortical gray matter volume for a
given MRI.",,
46,Variable name,LPARCORT,,
,Short descriptor,Segmented left parietal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented left parietal lobe cortical gray matter volume for a
given MRI.",,
47,Variable name,RPARCORT,,
,Short descriptor,Segmented right parietal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented right parietal lobe cortical gray matter volume for a
given MRI.",,
48,Variable name,PARCORT,,
,Short descriptor,Segmented total parietal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented total parietal lobe cortical gray matter volume for a
given MRI.",,
49,Variable name,LTEMPCOR,,
,Short descriptor,Segmented left temporal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
Researchers Data Dictionary — Imaging Data,,Page 25,,
,,,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented left temporal lobe cortical gray matter volume for a
given MRI.",,
50,Variable name,RTEMPCOR,,
,Short descriptor,Segmented right temporal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented right temporal lobe cortical gray matter volume for
a given MRI.",,
51,Variable name,TEMPCOR,,
,Short descriptor,Segmented total temporal lobe cortical gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XXX.XXXX,,
,Missing codes,"888.8888 = Not applicable / no MRI available / calculations not performed
999.9999 = Missing / could not calculate",,
,Description / derivation,"Records the segmented total temporal lobe cortical gray matter volume for a
given MRI.",,
Researchers Data Dictionary — Imaging Data,,Page 26,,
,,,,
Section 3b: Regional gray matter volumes,,,,
52,Variable name,LCAC,,
,Short descriptor,Left caudal anterior cingulate gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left caudal anterior cingulate gray matter volume for a given MRI.,,
53,Variable name,RCAC,,
,Short descriptor,Right caudal anterior cingulate gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,"Records the right caudal anterior cingulate gray matter volume for a given
MRI.",,
54,Variable name,LCMF,,
,Short descriptor,Left caudal middle frontal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left caudal middle frontal gray matter volume for a given MRI.,,
55,Variable name,RCMF,,
,Short descriptor,Right caudal middle frontal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right caudal middle frontal gray matter volume for a given MRI.,,
56,Variable name,LCUN,,
,Short descriptor,Left cuneus gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left cuneus gray matter volume for a given MRI.,,
Researchers Data Dictionary — Imaging Data,,,Page 26,
,,,,
57,Variable name,RCUN,,
,Short descriptor,Right cuneus gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right cuneus gray matter volume for a given MRI.,,
58,Variable name,LENT,,
,Short descriptor,Left entorhinal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left entorhinal gray matter volume for a given MRI.,,
59,Variable name,RENT,,
,Short descriptor,Right entorhinal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right entorhinal gray matter volume for a given MRI.,,
60,Variable name,LFUS,,
,Short descriptor,Left fusiform gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left fusiform gray matter volume for a given MRI.,,
61,Variable name,RFUS,,
,Short descriptor,Right fusiform gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right fusiform gray matter volume for a given MRI.,,
Researchers Data Dictionary — Imaging Data,,,Page 27,
,,,,
62,Variable name,LINFPAR,,
,Short descriptor,Left inferior parietal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left inferior parietal gray matter volume for a given MRI.,,
63,Variable name,RINFPAR,,
,Short descriptor,Right inferior parietal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,88.8888 = Not applicable / no MRI available / calculations not performed,,
,,99.9999 = Missing / could not calculate,,
,Description / derivation,Records the right inferior parietal gray matter volume for a given MRI.,,
64,Variable name,LINFTEMP,,
,Short descriptor,Left inferior temporal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,88.8888 = Not applicable / no MRI available / calculations not performed,,
,,99.9999 = Missing / could not calculate,,
,Description / derivation,Records the left inferior temporal gray matter volume for a given MRI.,,
65,Variable name,RINFTEMP,,
,Short descriptor,Right inferior temporal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right inferior temporal gray matter volume for a given MRI.,,
66,Variable name,LINSULA,,
,Short descriptor,Left insula gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable lLength,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left insula gray matter volume for a given MRI.,,
Researchers Data Dictionary — Imaging Data,,,Page 28,
,,,,
67,Variable name,RINSULA,,
,Short descriptor,Right insula gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right insula gray matter volume for a given MRI.,,
68,Variable name,LISTHC,,
,Short descriptor,Left isthmus cingulate gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left isthmus cingulate gray matter volume for a given MRI.,,
69,Variable name,RISTHC,,
,Short descriptor,Right isthmus cingulate gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right isthmus cingulate gray matter volume for a given MRI.,,
70,Variable name,LLATOCC,,
,Short descriptor,Left lateral occipital gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left lateral occipital gray matter volume for a given MRI.,,
71,Variable name,RLATOCC,,
,Short descriptor,Right lateral occipital gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right lateral occipital gray matter volume for a given MRI.,,
Researchers Data Dictionary — Imaging Data,,,Page 29,
,,,,
72,Variable name,LLATORBF,,
,Short descriptor,Left lateral orbitofrontal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left lateral orbitofrontal gray matter volume for a given MRI.,,
73,Variable name,RLATORBF,,
,Short descriptor,Right lateral orbitofrontal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right lateral orbitofrontal gray matter volume for a given MRI.,,
74,Variable name,LLING,,
,Short descriptor,Left lingual gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left lingual gray matter volume for a given MRI.,,
75,Variable name,RLING,,
,Short descriptor,Right lingual gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,88.8888 = Not applicable / no MRI available / calculations not performed,,
,,99.9999 = Missing / could not calculate,,
,Description / derivation,Records the right lingual gray matter volume for a given MRI.,,
76,Variable name,LMEDORBF,,
,Short descriptor,Left Medial Orbitofrontal Gray Matter Volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left medial orbitofrontal gray matter volume for a given MRI.,,
Researchers Data Dictionary — Imaging Data Page 30,,,,
,,,,
77,Variable name,RMEDORBF,,
,Short descriptor,Right medial orbitofrontal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right medial orbitofrontal gray matter volume for a given MRI.,,
78,Variable name,LMIDTEMP,,
,Short descriptor,Left middle temporal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left middle temporal gray matter volume for a given MRI.,,
79,Variable name,RMIDTEMP,,
,Short descriptor,Right middle temporal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right middle temporal gray matter volume for a given MRI.,,
80,Variable name,LPARCEN,,
,Short descriptor,Left paracentral gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left paracentral gray matter volume for a given MRI.,,
81,Variable name,RPARCEN,,
,Short descriptor,Right paracentral gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right paracentral gray matter volume for a given MRI.,,
Researchers Data Dictionary — Imaging Data,,,Page 31,
,,,,
82,Variable name,LPARHIP,,
,Short descriptor,Left parahippocampal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left parahippocampal gray matter volume for a given MRI.,,
83,Variable name,RPARHIP,,
,Short descriptor,Right parahippocampal gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right parahippocampal gray matter volume for a given MRI.,,
84,Variable name,LPARSOP,,
,Short descriptor,Left pars opercularis gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left pars opercularis gray matter volume for a given MRI.,,
85,Variable name,RPARSOP,,
,Short descriptor,Right pars opercularis gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right pars opercularis gray matter volume for a given MRI.,,
86,Variable name,LPARORB,,
,Short descriptor,Left pars orbitalis gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,X.XXXX,,
,Missing codes,"8.8888 = Not applicable / no MRI available / calculations not performed
9.9999 = Missing / could not calculate",,
,Description / derivation,Records the left pars orbitalis gray matter volume for a given MRI.,,
Researchers Data Dictionary — Imaging Data,,,Page 32,
,,,,
87,Variable name,RPARORB,,
,Short descriptor,Right pars orbitalis gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,X.XXXX,,
,Missing codes,"8.8888 = Not applicable / no MRI available / calculations not performed
9.9999 = Missing / could not calculate",,
,Description / derivation,Records the right pars orbitalis gray matter volume for a given MRI.,,
88,Variable name,LPARTRI,,
,Short descriptor,Left pars triangularis gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left pars triangularis gray matter volume for a given MRI.,,
89,Variable name,RPARTRI,,
,Short descriptor,Right pars triangularis gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right pars triangularis gray matter volume for a given MRI.,,
90,Variable name,LPERCAL,,
,Short descriptor,Left pericalcarine gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left pericalcarine gray matter volume for a given MRI.,,
91,Variable name,RPERCAL,,
,Short descriptor,Right pericalcarine gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right pericalcarine gray matter volume for a given MRI.,,
Researchers Data Dictionary — Imaging Data,,,Page 33,
,,,,
92,Variable name,LPOSCEN,,
,Short descriptor,Left postcentral gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left postcentral gray matter volume for a given MRI.,,
93,Variable name,RPOSCEN,,
,Short descriptor,Right postcentral gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the right postcentral gray matter volume for a given MRI.,,
94,Variable name,LPOSCIN,,
,Short descriptor,Left posterior cingulate gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
,Description / derivation,Records the left posterior cingulate gray matter volume for a given MRI.,,
95,Variable name,RPOSCIN,,
,Short descriptor,Right posterior cingulate gray matter volume (cc),,
,Data type,Numeric longitudinal,,
,Data source,IDeA Lab,,
,Variable length,XX.XXXX,,
,Missing codes,"88.8888 = Not applicable / no MRI available / calculations not performed
99.9999 = Missing / could not calculate",,
